id_department,department_name,terrain_area,old_antenna,new_antenna_type
18,La Guajira,821600,30,c
18,La Guajira,64000,8,a
14,Cundinamarca,1317400,12,d
8,Caqueta,1714800,2,c
25,Risaralda,263400,16,e
5,Bolivar,12000,18,c
8,Caqueta,331600,3,a
21,Narino,729000,23,d
1,Amazonas,1563400,1,e
10,Cauca,1712400,10,e
30,Valle del Cauca,917600,1,e
3,Arauca,1388400,26,d
15,Guainia,808200,26,a
3,Arauca,331600,19,c
14,Cundinamarca,28200,29,a
23,Putumayo,898000,9,d
22,Norte de Santander,554400,22,e
16,Guaviare,771600,24,a
32,Vichada,1052000,13,a
29,Tolima,1610000,29,a
10,Cauca,817800,17,c
5,Bolivar,1428400,26,a
20,Meta,1202800,14,a
22,Norte de Santander,1533000,5,d
28,Sucre,613800,25,e
13,Cordoba,1959200,25,d
10,Cauca,1685800,30,a
3,Arauca,1766800,17,a
23,Putumayo,1602000,5,b
8,Caqueta,748600,30,a
11,Cesar,406400,4,e
25,Risaralda,54400,2,d
31,Vaupes,334400,12,c
2,Antioquia,1784800,21,e
14,Cundinamarca,330400,25,e
3,Arauca,527200,29,e
28,Sucre,1496800,27,e
13,Cordoba,993400,5,c
26,San Andres y Providencia,1316200,10,b
19,Magdalena,1856000,12,c
32,Vichada,1472400,21,a
5,Bolivar,1063200,26,a
29,Tolima,543600,16,a
3,Arauca,1125600,5,c
1,Amazonas,1820600,12,d
23,Putumayo,1650000,0,b
6,Boyaca,917000,19,d
10,Cauca,1412000,22,d
1,Amazonas,1808000,30,a
24,Quindio,699400,11,d
6,Boyaca,376400,8,d
18,La Guajira,1731200,22,d
23,Putumayo,141400,5,d
16,Guaviare,1910600,23,a
32,Vichada,431200,29,c
3,Arauca,1694600,26,d
24,Quindio,1630200,1,c
29,Tolima,1824000,12,d
9,Casanare,1326200,22,b
6,Boyaca,268800,24,e
19,Magdalena,1059200,4,d
29,Tolima,737000,23,d
16,Guaviare,576400,8,a
11,Cesar,789400,30,e
31,Vaupes,315200,27,e
11,Cesar,41400,25,a
32,Vichada,595800,23,b
32,Vichada,11400,25,d
32,Vichada,1837600,20,d
21,Narino,371000,4,c
24,Quindio,707200,0,e
7,Caldas,1785600,23,b
14,Cundinamarca,1021000,15,c
12,Choco,141400,6,b
10,Cauca,1275200,4,a
15,Guainia,1677200,7,b
4,Atlantico,335200,5,b
10,Cauca,1390200,3,c
22,Norte de Santander,1324200,0,e
16,Guaviare,1153800,7,a
22,Norte de Santander,1662600,17,c
26,San Andres y Providencia,1546000,6,d
8,Caqueta,1189400,17,c
14,Cundinamarca,757000,2,d
25,Risaralda,1477400,6,b
25,Risaralda,1630800,8,a
2,Antioquia,741800,22,b
29,Tolima,1420200,17,e
18,La Guajira,981800,20,d
31,Vaupes,1031000,15,e
19,Magdalena,1732200,0,a
28,Sucre,471800,10,e
25,Risaralda,1644200,22,b
17,Huila,643600,29,e
6,Boyaca,743000,12,b
24,Quindio,1790600,1,b
16,Guaviare,127200,1,d
25,Risaralda,1570200,26,a
10,Cauca,1008200,4,d
13,Cordoba,1728600,26,d
12,Choco,893800,15,e
15,Guainia,675400,21,c
30,Valle del Cauca,1090000,13,b
17,Huila,228400,30,c
5,Bolivar,276400,1,c
2,Antioquia,74800,11,a
20,Meta,1315000,16,d
28,Sucre,186200,12,d
10,Cauca,256400,6,b
7,Caldas,1664000,10,a
16,Guaviare,308600,19,a
28,Sucre,1682800,6,a
30,Valle del Cauca,431400,8,a
21,Narino,244600,25,e
17,Huila,868800,9,d
10,Cauca,911200,27,b
22,Norte de Santander,432600,0,b
22,Norte de Santander,1429000,27,e
8,Caqueta,1246800,22,b
14,Cundinamarca,1021800,23,c
11,Cesar,720800,13,e
28,Sucre,79800,15,c
19,Magdalena,89600,12,d
14,Cundinamarca,1765400,27,a
12,Choco,1428000,8,b
12,Choco,519800,19,e
5,Bolivar,888200,23,e
17,Huila,1037200,11,b
16,Guaviare,1070000,2,d
16,Guaviare,442200,18,d
28,Sucre,784800,16,a
13,Cordoba,1511800,6,d
16,Guaviare,858600,4,e
24,Quindio,1397400,25,b
11,Cesar,516400,10,d
23,Putumayo,124000,11,b
22,Norte de Santander,705600,6,b
7,Caldas,938200,29,c
1,Amazonas,1125600,9,d
32,Vichada,495600,19,b
11,Cesar,927800,3,a
1,Amazonas,642200,16,d
8,Caqueta,1637800,27,b
15,Guainia,892800,26,a
24,Quindio,128600,27,c
20,Meta,1291600,17,e
1,Amazonas,1066800,0,d
3,Arauca,486000,9,c
30,Valle del Cauca,951600,29,b
32,Vichada,1662200,21,c
3,Arauca,25600,27,b
18,La Guajira,1837400,13,b
32,Vichada,1026000,10,b
30,Valle del Cauca,1591600,10,a
8,Caqueta,480000,5,a
23,Putumayo,1084400,11,b
20,Meta,1869200,9,b
18,La Guajira,237200,4,e
19,Magdalena,1310200,22,b
28,Sucre,888200,7,e
7,Caldas,1835600,17,a
32,Vichada,776400,29,a
7,Caldas,279000,25,a
19,Magdalena,791600,28,c
25,Risaralda,358000,8,c
2,Antioquia,1697400,24,d
22,Norte de Santander,1322200,3,e
21,Narino,1393200,1,b
11,Cesar,634200,3,a
21,Narino,36400,20,c
28,Sucre,1603600,16,a
21,Narino,966200,20,d
11,Cesar,1730200,30,e
7,Caldas,91800,22,b
8,Caqueta,278200,26,d
10,Cauca,1404400,13,a
12,Choco,1058400,10,c
17,Huila,1817800,28,c
15,Guainia,1799800,18,d
24,Quindio,1131000,7,c
16,Guaviare,44200,20,a
4,Atlantico,1189400,23,a
26,San Andres y Providencia,799400,1,d
11,Cesar,1537200,27,c
11,Cesar,1149000,22,a
11,Cesar,939600,12,a
23,Putumayo,426200,6,b
6,Boyaca,665400,8,a
18,La Guajira,1322000,13,c
6,Boyaca,552600,2,e
15,Guainia,1620400,2,d
1,Amazonas,924600,20,c
8,Caqueta,1620800,15,a
24,Quindio,1800800,17,e
26,San Andres y Providencia,337200,1,a
26,San Andres y Providencia,922200,0,b
17,Huila,63400,10,d
24,Quindio,152600,28,b
17,Huila,826000,7,a
30,Valle del Cauca,1962400,11,c
28,Sucre,51600,16,d
20,Meta,1821400,28,c
9,Casanare,962000,19,c
2,Antioquia,771600,8,d
9,Casanare,128800,9,e
9,Casanare,142600,14,b
13,Cordoba,1970400,2,a
9,Casanare,350800,22,b
24,Quindio,1834800,19,d
20,Meta,1279400,9,a
27,Santander,798600,18,e
10,Cauca,678400,13,c
8,Caqueta,33200,0,b
21,Narino,300000,11,c
32,Vichada,1243600,8,e
28,Sucre,64400,17,c
28,Sucre,1055200,21,c
22,Norte de Santander,1912600,11,b
5,Bolivar,412200,16,a
28,Sucre,289600,2,a
29,Tolima,489000,10,b
29,Tolima,1517600,8,b
10,Cauca,756400,0,c
11,Cesar,1937200,28,e
26,San Andres y Providencia,668800,23,a
16,Guaviare,953000,13,b
31,Vaupes,1523400,2,e
10,Cauca,803000,4,c
8,Caqueta,840600,17,c
7,Caldas,951200,21,e
23,Putumayo,1771400,8,d
30,Valle del Cauca,7800,22,c
7,Caldas,1249000,7,e
9,Casanare,506800,3,d
19,Magdalena,250600,14,b
17,Huila,368800,26,c
27,Santander,1847600,22,a
3,Arauca,1547200,14,d
15,Guainia,1373600,0,b
13,Cordoba,609200,20,c
29,Tolima,589400,14,e
11,Cesar,1263200,0,e
26,San Andres y Providencia,820400,23,e
32,Vichada,1724200,18,d
2,Antioquia,1402200,8,a
19,Magdalena,1792000,3,a
15,Guainia,1044600,28,b
28,Sucre,1172600,26,c
22,Norte de Santander,989000,29,d
11,Cesar,1279400,16,a
15,Guainia,906000,12,d
31,Vaupes,535400,10,d
14,Cundinamarca,1870000,29,a
32,Vichada,250600,21,b
20,Meta,686200,28,c
5,Bolivar,430600,30,a
4,Atlantico,1657800,15,a
25,Risaralda,1894000,0,b
11,Cesar,1180000,3,b
17,Huila,1511200,17,c
17,Huila,385600,17,a
21,Narino,47200,5,d
31,Vaupes,1976200,13,a
19,Magdalena,861400,11,c
12,Choco,824000,4,a
11,Cesar,1545000,30,c
16,Guaviare,1688800,8,c
17,Huila,1573600,1,e
19,Magdalena,175200,3,d
15,Guainia,1866200,23,c
23,Putumayo,1266400,21,a
17,Huila,212600,11,d
21,Narino,671400,29,d
25,Risaralda,1816600,4,a
18,La Guajira,1271600,21,a
14,Cundinamarca,1514800,14,e
5,Bolivar,274400,16,e
31,Vaupes,107800,21,b
20,Meta,766600,7,c
12,Choco,1812400,5,d
21,Narino,675200,27,e
22,Norte de Santander,4600,13,d
26,San Andres y Providencia,582200,5,b
12,Choco,1081200,9,b
12,Choco,619200,16,e
16,Guaviare,1863200,21,b
32,Vichada,290800,26,b
7,Caldas,52000,16,d
28,Sucre,856600,20,e
29,Tolima,819600,26,b
26,San Andres y Providencia,996200,4,e
4,Atlantico,454400,10,a
12,Choco,1132200,9,a
7,Caldas,710000,8,d
32,Vichada,614200,14,e
10,Cauca,716200,17,c
29,Tolima,1084800,30,e
31,Vaupes,190800,22,e
29,Tolima,1824000,27,d
1,Amazonas,847400,4,a
30,Valle del Cauca,316200,24,e
14,Cundinamarca,1096600,17,b
9,Casanare,1473600,13,e
9,Casanare,1176200,2,e
18,La Guajira,1700800,3,e
10,Cauca,896200,25,d
21,Narino,909200,16,d
22,Norte de Santander,200200,3,a
5,Bolivar,1049600,21,a
22,Norte de Santander,1756800,9,d
7,Caldas,683200,5,b
28,Sucre,425600,6,c
18,La Guajira,217800,12,a
2,Antioquia,1624000,2,c
12,Choco,273000,16,c
2,Antioquia,1340600,25,d
10,Cauca,884000,13,e
9,Casanare,984200,8,a
27,Santander,1506400,6,d
21,Narino,1295000,12,d
23,Putumayo,563600,23,b
24,Quindio,1187400,23,b
12,Choco,542600,18,e
14,Cundinamarca,1776000,15,c
17,Huila,260000,24,d
23,Putumayo,1647600,3,c
31,Vaupes,632200,7,c
11,Cesar,1037200,8,c
16,Guaviare,1525400,1,a
5,Bolivar,884800,20,c
4,Atlantico,279400,26,d
25,Risaralda,1477200,14,c
4,Atlantico,535400,18,a
18,La Guajira,1784400,10,e
16,Guaviare,943000,28,d
30,Valle del Cauca,1959800,23,b
4,Atlantico,306200,1,e
27,Santander,359000,21,a
4,Atlantico,397800,2,e
16,Guaviare,489600,19,d
2,Antioquia,128200,8,e
7,Caldas,174600,11,e
7,Caldas,1717400,26,b
18,La Guajira,13200,30,a
6,Boyaca,1389800,17,b
6,Boyaca,305800,26,e
26,San Andres y Providencia,1937800,27,c
19,Magdalena,1080200,18,c
31,Vaupes,516200,27,d
26,San Andres y Providencia,1517400,26,c
21,Narino,1616000,3,c
18,La Guajira,1291200,1,a
1,Amazonas,1072400,27,c
10,Cauca,1342000,4,d
26,San Andres y Providencia,499600,13,b
6,Boyaca,1709200,4,e
30,Valle del Cauca,694000,24,c
27,Santander,643200,26,c
26,San Andres y Providencia,1450000,4,d
4,Atlantico,1551800,1,e
13,Cordoba,358800,12,b
9,Casanare,1227600,16,c
30,Valle del Cauca,1259600,7,d
17,Huila,611400,16,c
26,San Andres y Providencia,1336600,9,b
7,Caldas,1118000,29,a
28,Sucre,138200,22,e
29,Tolima,641200,26,b
16,Guaviare,1890800,7,a
9,Casanare,131400,7,c
21,Narino,241600,29,d
5,Bolivar,1147000,25,b
6,Boyaca,1577200,18,e
6,Boyaca,1704600,8,d
30,Valle del Cauca,387400,20,d
6,Boyaca,1978800,0,b
30,Valle del Cauca,1268800,23,b
4,Atlantico,1953600,21,b
13,Cordoba,400,0,d
16,Guaviare,945400,26,e
19,Magdalena,162800,24,d
3,Arauca,107800,18,c
23,Putumayo,184600,26,a
25,Risaralda,1883400,29,b
3,Arauca,1614400,12,c
15,Guainia,293800,21,b
25,Risaralda,794000,21,c
23,Putumayo,1802400,14,b
10,Cauca,1654800,25,c
27,Santander,779600,0,b
5,Bolivar,1897800,7,a
9,Casanare,1985000,10,b
7,Caldas,1334600,18,e
11,Cesar,878800,28,d
24,Quindio,1618400,3,a
5,Bolivar,480400,17,e
21,Narino,740400,28,e
23,Putumayo,480600,20,c
29,Tolima,1210400,20,c
1,Amazonas,1574400,18,d
16,Guaviare,786800,7,e
20,Meta,1104200,18,e
27,Santander,1292400,28,e
19,Magdalena,112400,28,e
13,Cordoba,951400,2,a
8,Caqueta,1481800,13,d
26,San Andres y Providencia,254000,0,e
7,Caldas,1328800,8,b
24,Quindio,1394800,15,c
2,Antioquia,659000,8,a
8,Caqueta,998800,14,b
16,Guaviare,240400,15,d
18,La Guajira,320600,1,b
4,Atlantico,799200,6,b
31,Vaupes,1804200,28,a
8,Caqueta,1092000,26,e
23,Putumayo,584400,23,c
13,Cordoba,1781400,18,d
27,Santander,682400,11,c
20,Meta,1002400,16,e
19,Magdalena,996200,3,d
18,La Guajira,802400,1,e
7,Caldas,468400,5,d
30,Valle del Cauca,529800,11,e
24,Quindio,1235000,3,d
11,Cesar,1116600,17,a
14,Cundinamarca,1122800,3,d
9,Casanare,1902600,23,a
11,Cesar,1662600,7,d
14,Cundinamarca,1667800,24,a
22,Norte de Santander,1006000,15,c
24,Quindio,1961400,27,b
9,Casanare,728400,23,c
31,Vaupes,1506000,14,a
11,Cesar,1156200,9,e
6,Boyaca,1672800,2,a
10,Cauca,485800,25,e
10,Cauca,1977800,16,d
22,Norte de Santander,858000,30,b
25,Risaralda,1662000,20,d
28,Sucre,1281800,21,e
24,Quindio,421000,24,c
6,Boyaca,1181600,15,a
27,Santander,1737600,14,c
25,Risaralda,1210600,0,a
20,Meta,1117200,28,c
22,Norte de Santander,962600,24,b
24,Quindio,1936000,2,a
27,Santander,1593800,0,b
17,Huila,1652600,29,a
22,Norte de Santander,350600,12,c
4,Atlantico,102200,10,b
9,Casanare,1075200,20,c
16,Guaviare,121600,17,b
22,Norte de Santander,1596800,6,d
17,Huila,223400,12,c
8,Caqueta,1650200,17,a
7,Caldas,1812600,4,c
13,Cordoba,1596800,22,d
11,Cesar,226000,19,c
17,Huila,1654800,27,b
3,Arauca,80000,23,a
12,Choco,1365000,17,e
24,Quindio,1416200,18,b
31,Vaupes,466800,22,a
14,Cundinamarca,1203600,12,a
6,Boyaca,851000,21,d
21,Narino,1743800,22,e
7,Caldas,355800,30,d
14,Cundinamarca,1476200,16,c
15,Guainia,1089200,24,e
23,Putumayo,1151800,11,e
1,Amazonas,1353800,30,b
18,La Guajira,1975400,2,a
18,La Guajira,293800,15,e
4,Atlantico,1774400,20,b
21,Narino,1207600,11,d
29,Tolima,1637800,24,d
20,Meta,490400,8,d
20,Meta,271200,15,a
30,Valle del Cauca,49200,16,b
6,Boyaca,734200,10,b
22,Norte de Santander,1390200,12,d
25,Risaralda,33200,5,d
23,Putumayo,1641600,30,d
28,Sucre,1249800,6,b
7,Caldas,1402000,26,b
3,Arauca,1320000,13,b
16,Guaviare,1223400,6,c
25,Risaralda,1971200,24,c
9,Casanare,1422000,12,d
10,Cauca,1604000,24,b
21,Narino,335600,14,c
12,Choco,164200,3,d
26,San Andres y Providencia,524600,6,c
28,Sucre,1644400,16,b
22,Norte de Santander,1260200,30,d
16,Guaviare,58400,10,d
21,Narino,1744200,18,b
21,Narino,1537800,21,e
9,Casanare,1141800,21,b
9,Casanare,1697800,2,c
30,Valle del Cauca,1653400,25,b
11,Cesar,315600,27,a
20,Meta,165600,9,c
7,Caldas,599400,28,d
1,Amazonas,1066800,16,b
25,Risaralda,1265000,22,a
27,Santander,825200,19,b
16,Guaviare,638000,27,b
23,Putumayo,220600,22,e
21,Narino,1062600,5,d
20,Meta,165600,21,b
31,Vaupes,975200,11,e
3,Arauca,1152000,27,a
13,Cordoba,916600,21,a
13,Cordoba,1243800,22,e
23,Putumayo,443000,26,b
5,Bolivar,1761000,20,a
21,Narino,851800,20,d
27,Santander,1285600,15,c
12,Choco,242800,25,b
1,Amazonas,519000,7,a
3,Arauca,1381200,23,a
14,Cundinamarca,1392600,25,e
27,Santander,1383400,22,c
15,Guainia,1386000,19,e
27,Santander,419600,1,b
30,Valle del Cauca,152200,1,a
5,Bolivar,562600,25,e
32,Vichada,1502600,20,a
24,Quindio,550600,29,a
16,Guaviare,1566400,27,b
20,Meta,1229600,19,e
18,La Guajira,1074000,30,c
10,Cauca,1485400,10,d
20,Meta,371000,23,e
9,Casanare,506000,16,e
32,Vichada,305400,3,c
22,Norte de Santander,417200,28,c
16,Guaviare,1937200,9,c
23,Putumayo,1615000,1,c
10,Cauca,1398200,15,a
27,Santander,114400,17,a
2,Antioquia,1568400,1,d
27,Santander,1980800,9,c
16,Guaviare,824000,9,e
19,Magdalena,340400,11,b
5,Bolivar,561400,12,e
25,Risaralda,996600,29,c
31,Vaupes,236800,15,e
29,Tolima,1338600,29,c
32,Vichada,693000,15,b
32,Vichada,193200,4,e
19,Magdalena,8200,10,e
28,Sucre,867400,0,c
24,Quindio,1359800,18,e
29,Tolima,1804800,26,a
28,Sucre,1342000,30,a
9,Casanare,960800,2,c
19,Magdalena,140800,22,e
24,Quindio,1930400,20,e
20,Meta,1846600,28,e
8,Caqueta,1703200,22,d
25,Risaralda,550400,8,e
5,Bolivar,369200,1,c
3,Arauca,1364000,13,b
17,Huila,1786800,8,a
31,Vaupes,584800,0,a
3,Arauca,344600,2,e
3,Arauca,1306200,25,e
19,Magdalena,1271000,24,b
31,Vaupes,379400,4,a
30,Valle del Cauca,1897600,26,a
21,Narino,1710200,2,e
26,San Andres y Providencia,240400,20,c
29,Tolima,308200,20,a
20,Meta,194200,7,d
12,Choco,638800,26,e
2,Antioquia,156400,13,e
13,Cordoba,567200,30,b
32,Vichada,805800,20,c
3,Arauca,478400,22,c
23,Putumayo,1841600,3,a
6,Boyaca,1655000,3,a
18,La Guajira,1035400,22,d
32,Vichada,701000,3,c
3,Arauca,532400,6,c
11,Cesar,1094200,29,c
29,Tolima,522800,26,d
26,San Andres y Providencia,51600,3,b
23,Putumayo,779200,9,b
25,Risaralda,478200,17,e
18,La Guajira,271400,14,b
9,Casanare,608600,10,a
31,Vaupes,540200,9,b
30,Valle del Cauca,479600,17,b
16,Guaviare,81400,11,e
32,Vichada,1473200,11,b
22,Norte de Santander,1244200,27,e
14,Cundinamarca,945400,6,b
1,Amazonas,1795200,27,c
31,Vaupes,1867000,18,b
28,Sucre,871800,8,c
10,Cauca,1279400,27,a
13,Cordoba,715800,25,c
31,Vaupes,454600,6,c
23,Putumayo,1276600,14,b
29,Tolima,1663200,30,c
3,Arauca,675000,20,d
25,Risaralda,1006200,11,e
17,Huila,1011600,28,a
20,Meta,913000,13,a
7,Caldas,1936000,22,e
16,Guaviare,1307000,12,a
10,Cauca,410000,6,b
28,Sucre,945000,20,b
32,Vichada,1763600,2,c
21,Narino,1643800,7,e
21,Narino,844000,9,d
15,Guainia,1544200,0,e
6,Boyaca,1380800,22,a
29,Tolima,286800,29,e
27,Santander,1599200,25,d
22,Norte de Santander,1359000,8,a
8,Caqueta,163200,19,e
2,Antioquia,1672400,7,b
24,Quindio,1163200,12,c
3,Arauca,1625400,27,a
20,Meta,556000,12,e
25,Risaralda,656000,19,e
8,Caqueta,1824600,25,c
12,Choco,1805600,11,e
27,Santander,1276600,11,d
20,Meta,1567400,20,d
6,Boyaca,1050600,20,e
2,Antioquia,615200,3,e
15,Guainia,519200,8,b
23,Putumayo,188800,25,e
4,Atlantico,1543000,22,e
10,Cauca,1238600,22,b
13,Cordoba,746000,11,a
6,Boyaca,934800,2,b
9,Casanare,1307600,30,a
8,Caqueta,362400,13,e
23,Putumayo,1972600,24,b
21,Narino,1404800,26,a
4,Atlantico,1334200,4,e
5,Bolivar,1918000,18,b
21,Narino,974000,16,b
29,Tolima,646800,16,d
26,San Andres y Providencia,2400,14,a
14,Cundinamarca,370400,24,c
30,Valle del Cauca,245200,13,b
22,Norte de Santander,1463600,17,c
24,Quindio,1413000,23,e
6,Boyaca,878200,23,a
3,Arauca,285400,4,c
4,Atlantico,137800,23,d
17,Huila,382600,21,a
8,Caqueta,1359600,5,e
3,Arauca,599000,14,a
30,Valle del Cauca,1393000,29,c
22,Norte de Santander,1346400,9,d
18,La Guajira,762800,21,a
31,Vaupes,388400,29,b
18,La Guajira,926600,1,c
7,Caldas,1640200,4,a
29,Tolima,1047000,5,b
27,Santander,530600,19,c
13,Cordoba,1187200,13,b
4,Atlantico,444000,24,c
25,Risaralda,491600,2,c
6,Boyaca,450600,22,e
22,Norte de Santander,554800,30,d
12,Choco,177400,21,b
26,San Andres y Providencia,994600,3,d
17,Huila,697400,30,e
30,Valle del Cauca,1396600,9,b
14,Cundinamarca,1838000,30,d
7,Caldas,1371400,1,a
6,Boyaca,1996600,17,e
14,Cundinamarca,801600,23,a
26,San Andres y Providencia,523200,20,a
20,Meta,341200,9,a
5,Bolivar,1446600,21,c
1,Amazonas,1497000,8,c
32,Vichada,1178200,22,d
12,Choco,545400,21,b
21,Narino,250400,0,e
28,Sucre,228000,6,d
30,Valle del Cauca,1817400,7,e
17,Huila,1362000,24,c
12,Choco,1370400,4,d
20,Meta,1797600,8,d
17,Huila,477200,29,e
5,Bolivar,1251000,1,a
17,Huila,1933400,27,a
32,Vichada,1149200,3,c
17,Huila,1662000,1,e
2,Antioquia,1101200,23,a
18,La Guajira,760000,20,c
21,Narino,1297200,6,e
17,Huila,845400,8,b
2,Antioquia,1108800,20,a
14,Cundinamarca,1204600,19,c
20,Meta,1555600,26,b
28,Sucre,1708400,22,d
20,Meta,478600,28,b
22,Norte de Santander,1984600,1,b
25,Risaralda,1986800,0,a
1,Amazonas,592000,19,d
25,Risaralda,881400,20,b
18,La Guajira,764400,14,a
21,Narino,1392200,0,a
32,Vichada,489400,18,c
27,Santander,1110800,2,b
13,Cordoba,678400,15,c
26,San Andres y Providencia,1599000,10,a
8,Caqueta,1970200,20,a
13,Cordoba,1202400,19,a
25,Risaralda,943800,13,c
13,Cordoba,662000,27,c
24,Quindio,422200,11,d
6,Boyaca,1390800,17,b
28,Sucre,1041600,3,c
10,Cauca,1984600,9,a
10,Cauca,187400,12,c
24,Quindio,589600,14,d
13,Cordoba,1591800,18,c
7,Caldas,556200,5,b
13,Cordoba,574000,7,d
14,Cundinamarca,907800,14,c
2,Antioquia,1984200,24,c
27,Santander,837800,4,a
8,Caqueta,711600,29,a
19,Magdalena,1842600,20,a
11,Cesar,1885600,28,c
32,Vichada,618200,0,c
22,Norte de Santander,703400,19,e
30,Valle del Cauca,1560800,28,a
10,Cauca,1223600,14,d
13,Cordoba,1755200,13,d
11,Cesar,1444800,12,e
1,Amazonas,865800,25,d
13,Cordoba,1259000,14,b
11,Cesar,1768000,19,c
10,Cauca,1389600,10,c
28,Sucre,641200,22,e
14,Cundinamarca,125800,6,d
21,Narino,1112600,10,b
14,Cundinamarca,609200,11,d
4,Atlantico,1750200,26,c
13,Cordoba,1353000,22,b
30,Valle del Cauca,1305000,20,c
32,Vichada,632600,2,a
32,Vichada,1961400,4,d
23,Putumayo,1856800,17,e
15,Guainia,676400,13,e
4,Atlantico,451000,7,e
23,Putumayo,418600,7,c
15,Guainia,932600,3,c
16,Guaviare,1156600,2,e
18,La Guajira,63000,0,a
16,Guaviare,761600,20,c
24,Quindio,548600,2,b
19,Magdalena,393600,30,c
10,Cauca,1096400,0,e
8,Caqueta,1713200,0,a
1,Amazonas,1861400,14,e
16,Guaviare,1850800,20,d
27,Santander,1934800,20,c
28,Sucre,368200,15,b
7,Caldas,511400,8,a
2,Antioquia,1997800,17,c
17,Huila,555200,11,e
21,Narino,575400,7,a
32,Vichada,1960000,26,a
6,Boyaca,1212800,30,a
26,San Andres y Providencia,31800,3,d
32,Vichada,291000,26,b
30,Valle del Cauca,1587000,5,a
23,Putumayo,357000,25,d
16,Guaviare,1987800,17,d
21,Narino,616200,3,b
3,Arauca,525400,5,e
30,Valle del Cauca,470200,10,e
11,Cesar,1862600,7,b
3,Arauca,1333600,14,c
16,Guaviare,326400,23,d
9,Casanare,585400,20,a
3,Arauca,398000,21,d
4,Atlantico,1356400,10,e
11,Cesar,1658600,3,a
9,Casanare,1127400,9,e
20,Meta,1905000,14,a
11,Cesar,563400,29,d
7,Caldas,355200,16,b
3,Arauca,1093600,7,b
31,Vaupes,1322600,10,d
16,Guaviare,465600,11,c
11,Cesar,258400,11,b
5,Bolivar,382800,12,b
22,Norte de Santander,1489200,18,a
26,San Andres y Providencia,1263800,2,c
31,Vaupes,1138400,21,d
32,Vichada,1121600,22,a
24,Quindio,106800,26,c
3,Arauca,500200,28,c
15,Guainia,1990600,7,c
3,Arauca,1300000,8,e
20,Meta,1518800,22,e
12,Choco,1340200,17,a
1,Amazonas,1971400,9,d
16,Guaviare,1527600,2,d
21,Narino,1006600,18,a
7,Caldas,1973400,24,a
9,Casanare,459200,2,d
25,Risaralda,330800,19,d
10,Cauca,961000,11,b
14,Cundinamarca,346800,30,b
30,Valle del Cauca,1934600,11,d
28,Sucre,389200,15,a
31,Vaupes,837000,23,a
20,Meta,1050400,16,b
30,Valle del Cauca,1198800,18,a
4,Atlantico,1576200,19,a
4,Atlantico,1829000,25,a
12,Choco,1314400,27,c
26,San Andres y Providencia,1329400,9,a
27,Santander,395200,16,d
8,Caqueta,1452000,11,e
2,Antioquia,1660200,8,a
19,Magdalena,1187600,20,d
24,Quindio,1365400,10,a
24,Quindio,156800,15,e
23,Putumayo,1909000,27,b
23,Putumayo,766800,16,d
9,Casanare,1746600,19,e
3,Arauca,112400,30,d
25,Risaralda,1450800,5,d
30,Valle del Cauca,1298000,1,b
16,Guaviare,887400,9,c
6,Boyaca,442000,2,a
21,Narino,866000,30,b
2,Antioquia,51400,30,a
4,Atlantico,1046800,15,d
26,San Andres y Providencia,851400,0,a
24,Quindio,1692600,6,a
9,Casanare,1649400,1,d
29,Tolima,59200,16,b
2,Antioquia,989400,7,b
11,Cesar,1931400,26,a
14,Cundinamarca,485600,21,e
16,Guaviare,799400,28,e
11,Cesar,259200,25,a
7,Caldas,1114000,10,c
13,Cordoba,1538600,18,a
19,Magdalena,1782400,3,c
23,Putumayo,708800,25,e
16,Guaviare,1166600,16,d
8,Caqueta,980000,8,b
23,Putumayo,1338200,21,d
4,Atlantico,767200,2,d
23,Putumayo,1151000,15,e
4,Atlantico,1484800,0,a
19,Magdalena,343200,6,a
16,Guaviare,1209000,6,e
4,Atlantico,1407000,8,b
25,Risaralda,726000,23,c
21,Narino,757600,5,d
19,Magdalena,508400,29,a
17,Huila,1947400,14,d
9,Casanare,1943600,18,e
8,Caqueta,1972600,21,a
15,Guainia,410000,1,b
28,Sucre,181800,22,a
15,Guainia,639200,15,e
12,Choco,1687800,14,c
9,Casanare,1432600,4,c
31,Vaupes,1616800,10,a
32,Vichada,600800,20,a
2,Antioquia,1497400,17,d
7,Caldas,427400,0,e
30,Valle del Cauca,1199800,13,c
12,Choco,144400,27,d
29,Tolima,142600,22,d
8,Caqueta,18000,10,c
16,Guaviare,7800,26,a
24,Quindio,1990000,9,b
24,Quindio,979800,11,c
4,Atlantico,677800,26,e
10,Cauca,111400,18,a
1,Amazonas,75400,19,a
23,Putumayo,88200,29,a
17,Huila,842600,16,e
4,Atlantico,306800,17,e
11,Cesar,262000,20,b
20,Meta,1010600,13,b
18,La Guajira,644400,30,c
16,Guaviare,1772600,8,c
8,Caqueta,343800,27,c
26,San Andres y Providencia,1608800,12,a
13,Cordoba,1648200,10,e
24,Quindio,1757000,29,a
31,Vaupes,1004800,18,d
3,Arauca,596800,12,e
8,Caqueta,298600,3,d
15,Guainia,1472600,3,b
15,Guainia,1320000,26,b
31,Vaupes,864600,30,a
30,Valle del Cauca,1140600,10,d
14,Cundinamarca,1156800,7,b
12,Choco,1586600,0,e
3,Arauca,1904800,14,c
18,La Guajira,603600,8,a
21,Narino,1987400,11,d
18,La Guajira,1961400,4,a
